customer_id,signup_date,plan,marketing_channel,country,churn_date
1913,2022-06-25,Pro,Facebook Ads,Australia,2024-07-13
1914,2022-06-25,Basic,LinkedIn,USA,2024-04-20
1915,2022-06-25,Basic,Facebook Ads,Other,2022-09-03
1916,2022-06-25,Basic,LinkedIn,France,2024-02-03
1917,2022-06-25,Basic,Google Ads,Germany,2023-01-28
1918,2022-06-25,Basic,LinkedIn,Brazil,2023-02-18
1919,2022-06-25,Pro,Google Ads,Brazil,2022-08-13
1920,2022-06-25,Basic,SEO,Brazil,2022-07-23
1921,2022-06-25,Pro,SEO,Australia,2023-10-07
1922,2022-06-25,Basic,SEO,France,2023-02-25
1923,2022-06-25,Pro,SEO,France,2023-01-14
1924,2022-06-25,Basic,SEO,Brazil,2023-10-07
1925,2022-06-25,Basic,SEO,India,2023-12-02
1926,2022-06-25,Pro,SEO,Other,2022-08-20
1927,2022-06-25,Basic,SEO,France,2023-05-27
1928,2022-06-25,Basic,Google Ads,Germany,2022-08-13
1929,2022-06-25,Basic,Google Ads,USA,2023-11-11
1930,2022-06-25,Pro,SEO,Japan,2023-07-15
1931,2022-06-25,Basic,Google Ads,India,2025-08-09
1932,2022-07-02,Basic,LinkedIn,Other,2022-10-29
1933,2022-07-02,Basic,Facebook Ads,Japan,2022-10-15
1934,2022-07-02,Basic,SEO,UK,2022-10-08
1935,2022-07-02,Basic,SEO,Germany,2024-11-09
1936,2022-07-02,Basic,Facebook Ads,Brazil,2022-10-08
1937,2022-07-02,Pro,LinkedIn,USA,2022-10-22
1938,2022-07-02,Enterprise,LinkedIn,USA,2023-12-02
1939,2022-07-02,Basic,LinkedIn,Japan,2023-02-04
1940,2022-07-02,Basic,SEO,Canada,2023-12-23
1941,2022-07-02,Pro,SEO,Canada,2022-07-23
1942,2022-07-02,Pro,SEO,Australia,2023-02-25
1943,2022-07-02,Basic,SEO,France,2022-07-09
1944,2022-07-02,Basic,Facebook Ads,Germany,2022-07-23
1945,2022-07-02,Basic,LinkedIn,USA,2024-11-09
1946,2022-07-02,Basic,Facebook Ads,UK,2022-08-20
1947,2022-07-02,Enterprise,LinkedIn,Japan,2023-04-01
1948,2022-07-02,Enterprise,Facebook Ads,Japan,2023-01-07
1949,2022-07-02,Pro,Facebook Ads,Japan,2022-12-03
1950,2022-07-02,Pro,SEO,UK,2024-10-12
1951,2022-07-02,Basic,Facebook Ads,Other,2022-07-09
1952,2022-07-02,Basic,Google Ads,Canada,2023-07-29
1953,2022-07-02,Enterprise,Google Ads,USA,
1954,2022-07-02,Basic,Facebook Ads,Canada,2023-04-22
1955,2022-07-02,Enterprise,LinkedIn,Other,2025-03-29
1956,2022-07-02,Basic,Google Ads,USA,2022-07-16
1957,2022-07-02,Basic,Google Ads,UK,2023-01-14
1958,2022-07-02,Basic,SEO,France,2022-10-15
1959,2022-07-02,Pro,Google Ads,India,2023-10-21
1960,2022-07-02,Basic,Google Ads,Australia,2025-12-27
1961,2022-07-02,Basic,Google Ads,Other,2022-10-15
1962,2022-07-02,Pro,LinkedIn,Japan,2023-07-22
1963,2022-07-02,Enterprise,LinkedIn,Japan,2022-09-17
1964,2022-07-02,Basic,LinkedIn,Brazil,2023-04-29
1965,2022-07-02,Basic,Facebook Ads,Australia,2023-02-11
1966,2022-07-02,Basic,LinkedIn,USA,
1967,2022-07-02,Basic,Facebook Ads,Japan,2023-06-03
1968,2022-07-02,Basic,Google Ads,India,2022-12-03
1969,2022-07-02,Basic,Facebook Ads,Canada,2022-08-13
1970,2022-07-02,Basic,Facebook Ads,India,2022-08-27
1971,2022-07-02,Basic,Facebook Ads,France,2022-10-01
1972,2022-07-02,Basic,SEO,India,2022-10-15
1973,2022-07-02,Enterprise,SEO,Germany,2024-05-18
1974,2022-07-09,Basic,SEO,Brazil,2022-08-20
1975,2022-07-09,Basic,Facebook Ads,Germany,2024-06-22
1976,2022-07-09,Basic,LinkedIn,Japan,2023-10-14
1977,2022-07-09,Pro,LinkedIn,Brazil,2022-07-30
1978,2022-07-09,Basic,SEO,India,2023-09-23
1979,2022-07-09,Basic,SEO,Germany,2023-04-15
1980,2022-07-09,Pro,Facebook Ads,Japan,2022-08-06
1981,2022-07-09,Basic,LinkedIn,France,2023-02-11
1982,2022-07-09,Basic,Facebook Ads,Brazil,2023-03-04
1983,2022-07-09,Basic,Facebook Ads,Australia,2022-09-10
1984,2022-07-09,Basic,Facebook Ads,France,
1985,2022-07-09,Basic,SEO,Australia,2024-05-25
1986,2022-07-09,Basic,LinkedIn,Japan,2023-08-12
1987,2022-07-09,Basic,LinkedIn,Germany,2023-02-18
1988,2022-07-09,Pro,LinkedIn,India,2023-01-14
1989,2022-07-09,Pro,LinkedIn,Japan,2023-07-22
1990,2022-07-09,Basic,Facebook Ads,Australia,2023-04-15
1991,2022-07-09,Basic,Google Ads,UK,2022-07-30
1992,2022-07-09,Basic,SEO,Germany,2023-03-25
1993,2022-07-09,Basic,Facebook Ads,UK,2024-02-24
1994,2022-07-09,Enterprise,LinkedIn,Germany,2023-02-11
1995,2022-07-09,Basic,SEO,USA,2022-07-23
1996,2022-07-09,Pro,SEO,France,2024-01-20
1997,2022-07-09,Basic,SEO,Japan,2022-09-24
1998,2022-07-09,Basic,SEO,Japan,2022-10-22
1999,2022-07-09,Basic,SEO,Brazil,2022-09-10
2000,2022-07-09,Basic,Facebook Ads,Germany,2022-11-26
2001,2022-07-09,Basic,LinkedIn,Canada,2023-12-02
2002,2022-07-09,Basic,LinkedIn,USA,2023-04-01
2003,2022-07-09,Basic,LinkedIn,India,2022-09-24
2004,2022-07-09,Basic,SEO,Canada,2024-08-10
2005,2022-07-09,Basic,LinkedIn,France,2024-08-17
2006,2022-07-09,Basic,LinkedIn,Canada,2024-07-20
2007,2022-07-09,Basic,SEO,Brazil,2022-10-15
2008,2022-07-09,Basic,SEO,India,2023-02-11
2009,2022-07-09,Enterprise,SEO,Brazil,
2010,2022-07-09,Basic,LinkedIn,Australia,2023-12-23
2011,2022-07-09,Pro,Google Ads,India,2022-07-16
2012,2022-07-09,Basic,Facebook Ads,USA,2022-07-30
2013,2022-07-09,Basic,Google Ads,France,2023-02-18
2014,2022-07-09,Pro,Google Ads,France,2024-11-23
2015,2022-07-09,Enterprise,Facebook Ads,Canada,2023-04-15
2016,2022-07-09,Basic,Facebook Ads,Germany,2023-03-11
2017,2022-07-09,Basic,LinkedIn,Australia,2022-08-13
2018,2022-07-09,Basic,Facebook Ads,France,2023-07-29
2019,2022-07-09,Pro,Facebook Ads,Germany,2024-03-23
2020,2022-07-09,Enterprise,LinkedIn,Japan,2022-12-24
2021,2022-07-09,Basic,LinkedIn,Australia,2023-12-30
2022,2022-07-09,Basic,Google Ads,Other,
2023,2022-07-09,Basic,Facebook Ads,UK,2022-09-24
2024,2022-07-09,Pro,Facebook Ads,Australia,2023-04-01
2025,2022-07-09,Basic,LinkedIn,Brazil,2022-11-05
2026,2022-07-09,Enterprise,LinkedIn,France,2024-01-27
2027,2022-07-09,Basic,LinkedIn,Other,2023-05-13
2028,2022-07-16,Pro,LinkedIn,Japan,2023-01-14
2029,2022-07-16,Pro,LinkedIn,Japan,2024-12-28
2030,2022-07-16,Basic,Google Ads,Japan,2023-04-15
2031,2022-07-16,Enterprise,Google Ads,Other,2022-09-10
2032,2022-07-16,Basic,Facebook Ads,Japan,2023-09-16
2033,2022-07-16,Pro,Google Ads,Australia,2024-02-03
2034,2022-07-16,Basic,LinkedIn,India,2022-11-26
2035,2022-07-16,Pro,SEO,India,2024-06-22
2036,2022-07-16,Enterprise,LinkedIn,France,2024-11-23
2037,2022-07-16,Pro,LinkedIn,Other,2022-11-05
2038,2022-07-16,Basic,LinkedIn,Canada,
2039,2022-07-16,Basic,SEO,Australia,2022-09-03
2040,2022-07-16,Basic,LinkedIn,Canada,2022-10-01
2041,2022-07-16,Basic,Google Ads,France,2022-09-24
2042,2022-07-16,Basic,LinkedIn,Japan,2024-10-05
2043,2022-07-16,Enterprise,Google Ads,UK,2023-08-05
2044,2022-07-16,Pro,LinkedIn,Canada,2022-09-10
2045,2022-07-16,Basic,Facebook Ads,UK,2023-02-11
2046,2022-07-16,Basic,Facebook Ads,Brazil,2023-06-24
2047,2022-07-16,Pro,LinkedIn,Japan,2022-08-13
2048,2022-07-16,Basic,SEO,Brazil,2024-08-31
2049,2022-07-16,Enterprise,LinkedIn,Brazil,2024-02-24
2050,2022-07-16,Basic,LinkedIn,Brazil,2023-03-25
2051,2022-07-16,Pro,LinkedIn,India,2025-12-06
2052,2022-07-16,Basic,Google Ads,Other,2023-01-28
2053,2022-07-16,Basic,SEO,Other,2025-12-27
2054,2022-07-16,Basic,Facebook Ads,Australia,2023-08-19
2055,2022-07-16,Pro,Google Ads,Australia,2023-07-15
2056,2022-07-16,Basic,SEO,Brazil,2022-09-17
2057,2022-07-16,Enterprise,LinkedIn,Canada,2024-08-31
2058,2022-07-16,Basic,SEO,France,2023-02-04
2059,2022-07-16,Enterprise,SEO,India,2022-09-17
2060,2022-07-16,Basic,LinkedIn,USA,2022-07-16
2061,2022-07-16,Basic,LinkedIn,Japan,2023-05-06
2062,2022-07-16,Pro,Facebook Ads,Canada,2023-04-08
2063,2022-07-16,Basic,LinkedIn,France,2023-10-21
2064,2022-07-16,Basic,SEO,Germany,2024-09-21
2065,2022-07-16,Basic,Google Ads,Other,2022-08-13
2066,2022-07-16,Pro,LinkedIn,Canada,2023-11-04
2067,2022-07-16,Pro,Google Ads,UK,2022-09-24
2068,2022-07-16,Pro,SEO,Canada,2024-06-22
2069,2022-07-16,Pro,Google Ads,USA,2024-03-23
2070,2022-07-16,Basic,LinkedIn,Brazil,2023-04-22
2071,2022-07-16,Basic,Google Ads,USA,2023-10-07
2072,2022-07-16,Basic,SEO,Other,2022-11-26
2073,2022-07-16,Pro,Google Ads,Other,2023-03-04
2074,2022-07-16,Pro,SEO,USA,2024-03-30
2075,2022-07-16,Pro,LinkedIn,Germany,2023-02-18
2076,2022-07-16,Basic,SEO,Brazil,2022-12-24
2077,2022-07-16,Basic,LinkedIn,Canada,2023-03-18
2078,2022-07-16,Pro,SEO,Japan,2024-04-13
2079,2022-07-23,Pro,SEO,Germany,2023-10-14
2080,2022-07-23,Basic,Google Ads,Brazil,2024-04-13
2081,2022-07-23,Pro,Google Ads,Japan,2022-08-27
2082,2022-07-23,Basic,LinkedIn,USA,2022-10-29
2083,2022-07-23,Enterprise,LinkedIn,USA,2022-09-10
2084,2022-07-23,Basic,Google Ads,Other,2022-12-24
2085,2022-07-23,Basic,LinkedIn,Japan,2023-02-25
2086,2022-07-23,Pro,LinkedIn,Brazil,2023-12-02
2087,2022-07-23,Basic,SEO,Germany,2023-08-05
2088,2022-07-23,Basic,SEO,India,2023-07-08
2089,2022-07-23,Basic,LinkedIn,Canada,2022-12-24
2090,2022-07-23,Pro,Facebook Ads,USA,2024-05-18
2091,2022-07-23,Pro,Google Ads,Germany,2023-03-11
2092,2022-07-23,Basic,LinkedIn,Canada,
2093,2022-07-23,Basic,Google Ads,USA,2023-07-22
2094,2022-07-23,Basic,Google Ads,Other,2022-09-10
2095,2022-07-23,Enterprise,Facebook Ads,Brazil,2023-09-02
2096,2022-07-23,Enterprise,LinkedIn,Canada,2022-12-10
2097,2022-07-23,Basic,LinkedIn,Other,2023-09-16
2098,2022-07-23,Enterprise,Google Ads,UK,2022-08-13
2099,2022-07-23,Basic,SEO,USA,2022-09-24
2100,2022-07-23,Pro,LinkedIn,Japan,2024-06-22
2101,2022-07-23,Basic,SEO,France,2022-10-22
2102,2022-07-23,Basic,Facebook Ads,India,2024-05-11
2103,2022-07-23,Basic,LinkedIn,Brazil,2022-11-19
2104,2022-07-23,Pro,LinkedIn,Australia,2023-07-29
2105,2022-07-23,Pro,Facebook Ads,USA,2023-09-23
2106,2022-07-23,Basic,Facebook Ads,Other,2023-04-08
2107,2022-07-23,Pro,LinkedIn,France,2022-11-26
2108,2022-07-23,Basic,LinkedIn,India,2022-10-15
2109,2022-07-23,Basic,Facebook Ads,Other,2022-07-30
2110,2022-07-23,Basic,SEO,Japan,2022-11-26
2111,2022-07-23,Basic,LinkedIn,USA,2023-08-12
2112,2022-07-23,Basic,LinkedIn,Canada,
2113,2022-07-23,Basic,Facebook Ads,Germany,2024-08-03
2114,2022-07-23,Basic,Facebook Ads,USA,2023-12-30
2115,2022-07-23,Enterprise,Google Ads,USA,2024-02-03
2116,2022-07-23,Pro,LinkedIn,India,2023-08-19
2117,2022-07-23,Basic,Google Ads,Japan,2022-11-05
2118,2022-07-23,Basic,LinkedIn,India,2024-11-30
2119,2022-07-23,Basic,LinkedIn,India,2023-08-26
2120,2022-07-30,Basic,LinkedIn,France,2023-02-25
2121,2022-07-30,Basic,Facebook Ads,Germany,2023-03-11
2122,2022-07-30,Pro,Facebook Ads,Germany,2024-07-20
2123,2022-07-30,Pro,Google Ads,France,2023-05-13
2124,2022-07-30,Basic,Facebook Ads,Australia,2023-01-14
2125,2022-07-30,Basic,SEO,Japan,
2126,2022-07-30,Basic,Google Ads,Australia,2022-09-10
2127,2022-07-30,Pro,SEO,Canada,2023-02-11
2128,2022-07-30,Pro,LinkedIn,Japan,2022-08-13
2129,2022-07-30,Pro,Google Ads,Canada,2023-12-02
2130,2022-07-30,Basic,SEO,India,2025-01-25
2131,2022-07-30,Basic,Google Ads,Other,2022-11-26
2132,2022-07-30,Basic,Facebook Ads,USA,2024-07-06
2133,2022-07-30,Basic,Google Ads,India,2022-11-26
2134,2022-07-30,Enterprise,LinkedIn,Australia,2024-12-21
2135,2022-07-30,Basic,Google Ads,Australia,2023-12-16
2136,2022-07-30,Basic,Facebook Ads,India,2024-03-09
2137,2022-07-30,Basic,LinkedIn,Brazil,2022-07-30
2138,2022-07-30,Basic,Google Ads,Australia,2025-11-08
2139,2022-07-30,Basic,SEO,Germany,2023-11-11
2140,2022-07-30,Enterprise,Google Ads,France,2022-12-03
2141,2022-07-30,Basic,LinkedIn,Other,2024-04-27
2142,2022-07-30,Pro,Google Ads,UK,2022-11-26
2143,2022-07-30,Basic,Google Ads,Japan,2024-08-17
2144,2022-07-30,Basic,LinkedIn,Other,2022-09-10
2145,2022-07-30,Pro,SEO,Australia,2023-10-14
2146,2022-07-30,Basic,SEO,India,2023-05-06
2147,2022-07-30,Enterprise,LinkedIn,France,2022-09-03
2148,2022-07-30,Basic,SEO,Australia,2022-11-05
2149,2022-07-30,Pro,Facebook Ads,India,2022-07-30
2150,2022-07-30,Pro,SEO,Brazil,2023-03-11
2151,2022-07-30,Basic,Facebook Ads,Australia,2022-12-03
2152,2022-07-30,Basic,SEO,Germany,2023-06-24
2153,2022-07-30,Basic,Facebook Ads,France,2022-12-03
2154,2022-07-30,Basic,LinkedIn,Japan,2022-12-03
2155,2022-07-30,Basic,LinkedIn,Japan,2023-12-02
2156,2022-07-30,Pro,Google Ads,Japan,2022-08-13
2157,2022-07-30,Enterprise,Google Ads,Canada,2024-11-23
2158,2022-07-30,Pro,Facebook Ads,Brazil,2024-06-22
2159,2022-07-30,Pro,SEO,France,2023-09-02
2160,2022-07-30,Basic,LinkedIn,USA,2023-06-17
2161,2022-07-30,Pro,Google Ads,UK,2024-10-12
2162,2022-08-06,Pro,SEO,Germany,2022-11-12
2163,2022-08-06,Basic,Google Ads,Japan,2024-03-02
2164,2022-08-06,Basic,SEO,France,2022-08-13
2165,2022-08-06,Basic,LinkedIn,India,2023-06-17
2166,2022-08-06,Pro,SEO,Japan,
2167,2022-08-06,Basic,SEO,USA,2024-07-06
2168,2022-08-06,Pro,SEO,UK,2023-04-29
2169,2022-08-06,Basic,LinkedIn,Other,2022-08-27
2170,2022-08-06,Basic,Facebook Ads,USA,2024-05-11
2171,2022-08-06,Basic,Google Ads,UK,2023-07-01
2172,2022-08-06,Basic,Facebook Ads,Canada,2022-09-17
2173,2022-08-06,Pro,Google Ads,Brazil,2022-09-10
2174,2022-08-06,Basic,Facebook Ads,Germany,2024-12-21
2175,2022-08-06,Basic,SEO,USA,2023-09-09
2176,2022-08-06,Basic,Google Ads,India,2024-05-04
2177,2022-08-06,Basic,SEO,Germany,2024-09-07
2178,2022-08-06,Basic,Facebook Ads,UK,2023-06-10
2179,2022-08-06,Pro,LinkedIn,Canada,2023-04-22
2180,2022-08-06,Basic,LinkedIn,Brazil,2023-02-25
2181,2022-08-06,Basic,Google Ads,France,2022-12-17
2182,2022-08-06,Basic,Facebook Ads,Other,2023-02-25
2183,2022-08-06,Enterprise,SEO,Australia,2024-01-27
2184,2022-08-06,Pro,LinkedIn,Other,2023-07-01
2185,2022-08-06,Pro,Google Ads,Canada,2024-10-19
2186,2022-08-06,Basic,Facebook Ads,Germany,2023-03-04
2187,2022-08-06,Basic,SEO,Germany,2023-07-08
2188,2022-08-06,Basic,SEO,Japan,2023-07-29
2189,2022-08-06,Basic,LinkedIn,Japan,2023-06-24
2190,2022-08-06,Basic,LinkedIn,Germany,2023-10-21
2191,2022-08-06,Basic,Google Ads,USA,2022-11-12
2192,2022-08-06,Pro,Facebook Ads,Germany,2023-04-22
2193,2022-08-13,Enterprise,Facebook Ads,UK,2023-04-08
2194,2022-08-13,Basic,Google Ads,Brazil,2023-08-26
2195,2022-08-13,Basic,SEO,USA,
2196,2022-08-13,Enterprise,LinkedIn,Germany,2023-07-08
2197,2022-08-13,Pro,LinkedIn,Australia,2023-12-16
2198,2022-08-13,Basic,LinkedIn,Germany,2023-04-22
2199,2022-08-13,Basic,Google Ads,Japan,2023-08-12
2200,2022-08-13,Enterprise,Facebook Ads,Japan,2022-09-03
2201,2022-08-13,Pro,LinkedIn,Canada,2022-11-26
2202,2022-08-13,Enterprise,SEO,USA,2023-01-21
2203,2022-08-13,Pro,LinkedIn,Other,2023-04-01
2204,2022-08-13,Basic,Facebook Ads,Japan,2022-08-27
2205,2022-08-13,Enterprise,SEO,UK,2022-10-01
2206,2022-08-13,Basic,SEO,Australia,2022-12-03
2207,2022-08-13,Pro,Facebook Ads,India,
2208,2022-08-13,Basic,SEO,Other,2022-12-31
2209,2022-08-13,Basic,Google Ads,Brazil,2023-04-08
2210,2022-08-13,Pro,Google Ads,Australia,2022-10-29
2211,2022-08-13,Basic,Google Ads,India,2023-07-22
2212,2022-08-13,Basic,LinkedIn,Other,2022-12-10
2213,2022-08-13,Basic,SEO,Brazil,2022-11-05
2214,2022-08-13,Basic,Google Ads,Canada,2023-04-29
2215,2022-08-13,Basic,Facebook Ads,UK,2022-08-13
2216,2022-08-13,Basic,LinkedIn,UK,2022-08-13
2217,2022-08-13,Pro,LinkedIn,Japan,2022-11-05
2218,2022-08-13,Basic,Facebook Ads,UK,2022-08-20
2219,2022-08-20,Basic,Google Ads,UK,2024-03-30
2220,2022-08-20,Basic,SEO,Japan,2023-06-24
2221,2022-08-20,Basic,SEO,UK,2023-05-06
2222,2022-08-20,Basic,Google Ads,Japan,2022-12-24
2223,2022-08-20,Basic,Facebook Ads,Japan,
2224,2022-08-20,Basic,Google Ads,Other,2023-02-18
2225,2022-08-20,Basic,Facebook Ads,Japan,2022-09-17
2226,2022-08-20,Basic,LinkedIn,Other,2023-07-29
2227,2022-08-20,Basic,Google Ads,Japan,2022-10-01
2228,2022-08-20,Basic,Facebook Ads,Japan,2023-01-21
2229,2022-08-20,Enterprise,SEO,Germany,2023-04-29
2230,2022-08-20,Pro,Facebook Ads,Australia,2024-09-07
2231,2022-08-20,Basic,Google Ads,UK,2023-04-22
2232,2022-08-20,Pro,Facebook Ads,Brazil,2023-10-28
2233,2022-08-20,Basic,SEO,UK,
2234,2022-08-20,Basic,SEO,Other,2022-10-08
2235,2022-08-20,Basic,LinkedIn,Germany,2022-12-10
2236,2022-08-20,Basic,LinkedIn,India,2023-02-18
2237,2022-08-20,Basic,LinkedIn,USA,2023-03-04
2238,2022-08-20,Pro,SEO,India,2023-02-25
2239,2022-08-20,Basic,LinkedIn,UK,2024-12-28
2240,2022-08-20,Pro,LinkedIn,Germany,2023-11-18
2241,2022-08-20,Basic,Google Ads,Germany,2023-07-22
2242,2022-08-20,Basic,Google Ads,Brazil,2022-12-31
2243,2022-08-27,Basic,Facebook Ads,Brazil,2023-08-26
2244,2022-08-27,Enterprise,Facebook Ads,USA,2022-09-10
2245,2022-08-27,Enterprise,Facebook Ads,Other,2022-12-10
2246,2022-08-27,Basic,Google Ads,Brazil,2022-09-17
2247,2022-08-27,Basic,Facebook Ads,India,2023-07-29
2248,2022-08-27,Pro,Google Ads,Japan,2023-10-21
2249,2022-08-27,Basic,LinkedIn,Germany,2022-10-08
2250,2022-08-27,Basic,SEO,UK,2023-02-18
2251,2022-08-27,Basic,LinkedIn,Australia,2023-04-01
2252,2022-08-27,Pro,Google Ads,USA,2023-02-04
2253,2022-08-27,Basic,Facebook Ads,Brazil,2022-10-08
2254,2022-08-27,Pro,Google Ads,Germany,2023-03-11
2255,2022-08-27,Basic,LinkedIn,Brazil,2024-01-13
2256,2022-08-27,Pro,LinkedIn,Japan,2022-09-17
2257,2022-08-27,Basic,SEO,Other,2022-09-24
2258,2022-08-27,Basic,Facebook Ads,Japan,2023-01-28
2259,2022-08-27,Basic,Facebook Ads,France,
2260,2022-08-27,Basic,SEO,France,2023-09-30
2261,2022-08-27,Enterprise,Facebook Ads,Other,2023-10-14
2262,2022-08-27,Enterprise,Google Ads,Other,2023-02-04
2263,2022-08-27,Pro,SEO,Australia,2023-07-15
2264,2022-08-27,Basic,Google Ads,Australia,2022-08-27
2265,2022-08-27,Pro,SEO,India,2023-08-26
2266,2022-08-27,Basic,LinkedIn,Australia,
2267,2022-08-27,Enterprise,Facebook Ads,UK,2023-08-05
2268,2022-08-27,Basic,SEO,UK,2024-09-14
2269,2022-08-27,Basic,LinkedIn,Australia,2023-12-02
2270,2022-08-27,Basic,LinkedIn,Other,2022-10-08
2271,2022-08-27,Basic,SEO,UK,2024-12-21
2272,2022-08-27,Basic,SEO,Canada,2022-09-17
2273,2022-08-27,Pro,Facebook Ads,India,2023-05-27
2274,2022-08-27,Basic,SEO,India,2022-10-15
2275,2022-08-27,Basic,Google Ads,Japan,2022-08-27
2276,2022-08-27,Basic,LinkedIn,France,2023-03-11
2277,2022-08-27,Basic,SEO,Canada,2022-12-31
2278,2022-09-03,Basic,Facebook Ads,Other,2022-09-17
2279,2022-09-03,Basic,SEO,France,2022-10-15
2280,2022-09-03,Pro,Facebook Ads,Canada,2023-06-24
2281,2022-09-03,Basic,Facebook Ads,Australia,2023-01-28
2282,2022-09-03,Pro,LinkedIn,Canada,2023-12-16
2283,2022-09-03,Basic,SEO,India,2023-09-16
2284,2022-09-03,Basic,LinkedIn,Other,2024-07-13
2285,2022-09-03,Pro,LinkedIn,Brazil,2023-11-04
2286,2022-09-03,Pro,Google Ads,France,2023-03-25
2287,2022-09-03,Pro,Google Ads,India,2023-10-14
2288,2022-09-03,Basic,Google Ads,Canada,2022-12-24
2289,2022-09-03,Enterprise,SEO,Australia,2023-01-14
2290,2022-09-03,Basic,Facebook Ads,Japan,2024-03-16
2291,2022-09-03,Basic,Google Ads,Brazil,2023-04-01
2292,2022-09-03,Basic,LinkedIn,Germany,2024-04-06
2293,2022-09-03,Enterprise,Google Ads,Japan,2024-05-18
2294,2022-09-03,Enterprise,Google Ads,Japan,2024-08-10
2295,2022-09-03,Enterprise,LinkedIn,Japan,2025-02-22
2296,2022-09-03,Pro,Facebook Ads,Germany,2023-03-25
2297,2022-09-03,Basic,Google Ads,Australia,2023-01-14
2298,2022-09-03,Basic,LinkedIn,Canada,2023-07-15
2299,2022-09-03,Basic,SEO,India,2023-02-18
2300,2022-09-03,Basic,Facebook Ads,Japan,2023-07-29
2301,2022-09-03,Basic,LinkedIn,UK,2023-11-18
2302,2022-09-03,Basic,LinkedIn,India,2023-10-28
2303,2022-09-03,Basic,Google Ads,India,2023-02-18
2304,2022-09-03,Basic,SEO,USA,2022-11-05
2305,2022-09-10,Basic,Facebook Ads,Brazil,2024-11-16
2306,2022-09-10,Basic,Google Ads,Brazil,2023-02-11
2307,2022-09-10,Pro,LinkedIn,France,2022-11-05
2308,2022-09-10,Basic,SEO,India,2022-09-17
2309,2022-09-10,Basic,LinkedIn,Canada,2023-09-16
2310,2022-09-10,Enterprise,SEO,USA,2023-09-09
2311,2022-09-10,Basic,Facebook Ads,India,2023-02-04
2312,2022-09-10,Enterprise,LinkedIn,Brazil,2022-10-01
2313,2022-09-10,Basic,Facebook Ads,Germany,2023-03-18
2314,2022-09-10,Pro,LinkedIn,Japan,2023-01-21
2315,2022-09-10,Enterprise,Google Ads,Germany,2023-10-21
2316,2022-09-10,Basic,LinkedIn,Australia,2023-08-12
2317,2022-09-10,Basic,SEO,France,2023-02-18
2318,2022-09-10,Pro,LinkedIn,Other,2022-12-03
2319,2022-09-10,Pro,Google Ads,India,
2320,2022-09-10,Pro,Facebook Ads,UK,2023-04-15
2321,2022-09-10,Pro,Facebook Ads,Brazil,2023-11-04
2322,2022-09-10,Basic,Facebook Ads,USA,2022-10-29
2323,2022-09-10,Basic,LinkedIn,Brazil,2023-05-06
2324,2022-09-10,Basic,Google Ads,Canada,2022-09-17
2325,2022-09-10,Basic,Facebook Ads,Australia,2023-05-20
2326,2022-09-10,Basic,Google Ads,Brazil,
2327,2022-09-10,Basic,Facebook Ads,Canada,2023-03-04
2328,2022-09-10,Pro,SEO,Japan,2022-09-24
2329,2022-09-10,Enterprise,SEO,UK,2022-09-17
2330,2022-09-17,Pro,Facebook Ads,Japan,2022-09-24
2331,2022-09-17,Basic,Facebook Ads,UK,2024-02-10
2332,2022-09-17,Basic,Facebook Ads,Japan,2023-04-22
2333,2022-09-17,Basic,LinkedIn,Other,2023-01-14
2334,2022-09-17,Enterprise,SEO,Australia,2024-12-28
2335,2022-09-17,Basic,LinkedIn,Brazil,2022-10-29
2336,2022-09-17,Pro,Google Ads,Germany,
2337,2022-09-17,Pro,Facebook Ads,Canada,2023-01-28
2338,2022-09-17,Basic,Facebook Ads,UK,2024-11-23
2339,2022-09-17,Basic,SEO,Other,2023-08-19
2340,2022-09-17,Basic,Google Ads,UK,2024-06-15
2341,2022-09-17,Enterprise,SEO,Germany,2025-12-27
2342,2022-09-17,Basic,Facebook Ads,Australia,2023-01-14
2343,2022-09-17,Basic,SEO,USA,
2344,2022-09-17,Basic,Google Ads,Brazil,2023-03-11
2345,2022-09-17,Enterprise,Facebook Ads,Canada,2023-03-11
2346,2022-09-17,Pro,Google Ads,Australia,2023-02-11
2347,2022-09-17,Basic,Google Ads,Other,2023-06-24
2348,2022-09-17,Basic,Google Ads,Brazil,2022-11-12
2349,2022-09-17,Pro,LinkedIn,Japan,2023-07-01
2350,2022-09-17,Basic,Facebook Ads,Other,2023-06-24
2351,2022-09-17,Basic,Google Ads,France,2024-02-17
2352,2022-09-17,Basic,LinkedIn,Canada,2024-06-29
2353,2022-09-24,Basic,LinkedIn,Germany,2023-01-07
2354,2022-09-24,Basic,LinkedIn,Australia,2022-12-10
2355,2022-09-24,Basic,LinkedIn,India,2022-10-15
2356,2022-09-24,Pro,Facebook Ads,Canada,2023-02-18
2357,2022-09-24,Basic,LinkedIn,Other,2023-01-14
2358,2022-09-24,Basic,LinkedIn,Australia,
2359,2022-09-24,Basic,Facebook Ads,Other,2023-07-15
2360,2022-09-24,Pro,SEO,India,2023-02-25
2361,2022-09-24,Pro,SEO,Brazil,2023-08-05
2362,2022-09-24,Enterprise,Google Ads,India,2022-11-12
2363,2022-09-24,Basic,Google Ads,Brazil,2023-04-22
2364,2022-09-24,Basic,SEO,Brazil,2023-09-16
2365,2022-09-24,Pro,LinkedIn,France,2023-05-20
2366,2022-09-24,Basic,Google Ads,India,2023-03-25
2367,2022-09-24,Pro,LinkedIn,Brazil,
