event_id,customer_id,event_date,event_type,old_plan,new_plan,mrr_change
9608,2318,2022-09-10,trial_start,,Pro,0
9609,2318,2022-09-24,trial_conversion,Trial,Pro,99
9610,2318,2022-11-24,cancellation_request,Pro,Pro,0
9611,2318,2022-12-03,cancellation_processed,Pro,,-99
9612,2319,2022-09-10,trial_start,,Pro,0
9613,2319,2022-09-24,trial_conversion,Trial,Pro,99
9614,2319,2023-07-11,upgrade,Pro,Enterprise,200
9615,2319,2024-03-12,downgrade,Enterprise,Pro,-200
9616,2320,2022-09-10,trial_start,,Pro,0
9617,2320,2022-09-24,trial_conversion,Trial,Pro,99
9618,2320,2023-04-09,cancellation_request,Pro,Pro,0
9619,2320,2023-04-15,cancellation_processed,Pro,,-99
9620,2321,2022-09-10,trial_start,,Pro,0
9621,2321,2022-09-24,trial_conversion,Trial,Pro,99
9622,2321,2023-01-19,downgrade,Pro,Basic,-70
9623,2321,2023-10-27,cancellation_request,Basic,Basic,0
9624,2321,2023-11-04,cancellation_processed,Basic,,-29
9625,2322,2022-09-10,trial_start,,Basic,0
9626,2322,2022-09-24,trial_conversion,Trial,Basic,29
9627,2322,2022-10-16,cancellation_request,Basic,Basic,0
9628,2322,2022-10-29,cancellation_processed,Basic,,-29
9629,2323,2022-09-10,trial_start,,Basic,0
9630,2323,2022-09-24,trial_conversion,Trial,Basic,29
9631,2323,2023-05-01,cancellation_request,Basic,Basic,0
9632,2323,2023-05-06,cancellation_processed,Basic,,-29
9633,2324,2022-09-10,trial_start,,Basic,0
9634,2324,2022-09-17,cancellation_processed,Basic,,0
9635,2325,2022-09-10,trial_start,,Basic,0
9636,2325,2022-09-24,trial_conversion,Trial,Basic,29
9637,2325,2023-05-19,cancellation_request,Basic,Basic,0
9638,2325,2023-05-20,cancellation_processed,Basic,,-29
9639,2326,2022-09-10,trial_start,,Basic,0
9640,2326,2022-09-24,trial_conversion,Trial,Basic,29
9641,2327,2022-09-10,trial_start,,Basic,0
9642,2327,2022-09-24,trial_conversion,Trial,Basic,29
9643,2327,2023-03-03,cancellation_request,Basic,Basic,0
9644,2327,2023-03-04,cancellation_processed,Basic,,-29
9645,2328,2022-09-10,trial_start,,Pro,0
9646,2328,2022-09-24,cancellation_processed,Pro,,0
9647,2329,2022-09-10,trial_start,,Enterprise,0
9648,2329,2022-09-17,cancellation_processed,Enterprise,,0
9649,2330,2022-09-17,trial_start,,Pro,0
9650,2330,2022-09-24,cancellation_processed,Pro,,0
9651,2331,2022-09-17,trial_start,,Basic,0
9652,2331,2022-10-01,trial_conversion,Trial,Basic,29
9653,2331,2024-01-27,cancellation_request,Basic,Basic,0
9654,2331,2024-02-10,cancellation_processed,Basic,,-29
9655,2332,2022-09-17,trial_start,,Basic,0
9656,2332,2022-10-01,trial_conversion,Trial,Basic,29
9657,2332,2023-04-19,cancellation_request,Basic,Basic,0
9658,2332,2023-04-22,cancellation_processed,Basic,,-29
9659,2333,2022-09-17,trial_start,,Basic,0
9660,2333,2022-10-01,trial_conversion,Trial,Basic,29
9661,2333,2023-01-05,cancellation_request,Basic,Basic,0
9662,2333,2023-01-14,cancellation_processed,Basic,,-29
9663,2334,2022-09-17,trial_start,,Enterprise,0
9664,2334,2022-10-01,trial_conversion,Trial,Enterprise,299
9665,2334,2023-07-04,downgrade,Enterprise,Pro,-200
9666,2334,2024-04-13,upgrade,Pro,Enterprise,200
9667,2334,2024-12-19,cancellation_request,Enterprise,Enterprise,0
9668,2334,2024-12-28,cancellation_processed,Enterprise,,-299
9669,2335,2022-09-17,trial_start,,Basic,0
9670,2335,2022-10-01,trial_conversion,Trial,Basic,29
9671,2335,2022-10-27,cancellation_request,Basic,Basic,0
9672,2335,2022-10-29,cancellation_processed,Basic,,-29
9673,2336,2022-09-17,trial_start,,Pro,0
9674,2336,2022-10-01,trial_conversion,Trial,Pro,99
9675,2336,2023-04-22,upgrade,Pro,Enterprise,200
9676,2337,2022-09-17,trial_start,,Pro,0
9677,2337,2022-10-01,trial_conversion,Trial,Pro,99
9678,2337,2023-01-18,cancellation_request,Pro,Pro,0
9679,2337,2023-01-28,cancellation_processed,Pro,,-99
9680,2338,2022-09-17,trial_start,,Basic,0
9681,2338,2022-10-01,trial_conversion,Trial,Basic,29
9682,2338,2024-11-11,cancellation_request,Basic,Basic,0
9683,2338,2024-11-23,cancellation_processed,Basic,,-29
9684,2339,2022-09-17,trial_start,,Basic,0
9685,2339,2022-10-01,trial_conversion,Trial,Basic,29
9686,2339,2023-08-12,cancellation_request,Basic,Basic,0
9687,2339,2023-08-19,cancellation_processed,Basic,,-29
9688,2340,2022-09-17,trial_start,,Basic,0
9689,2340,2022-10-01,trial_conversion,Trial,Basic,29
9690,2340,2024-06-10,cancellation_request,Basic,Basic,0
9691,2340,2024-06-15,cancellation_processed,Basic,,-29
9692,2341,2022-09-17,trial_start,,Enterprise,0
9693,2341,2022-10-01,trial_conversion,Trial,Enterprise,299
9694,2341,2023-09-13,downgrade,Enterprise,Pro,-200
9695,2341,2024-03-16,downgrade,Pro,Basic,-70
9696,2341,2025-12-14,cancellation_request,Basic,Basic,0
9697,2341,2025-12-27,cancellation_processed,Basic,,-29
9698,2342,2022-09-17,trial_start,,Basic,0
9699,2342,2022-10-01,trial_conversion,Trial,Basic,29
9700,2342,2023-01-05,cancellation_request,Basic,Basic,0
9701,2342,2023-01-14,cancellation_processed,Basic,,-29
9702,2343,2022-09-17,trial_start,,Basic,0
9703,2343,2022-10-01,trial_conversion,Trial,Basic,29
9704,2343,2023-01-23,upgrade,Basic,Pro,70
9705,2343,2023-08-01,upgrade,Pro,Enterprise,200
9706,2344,2022-09-17,trial_start,,Basic,0
9707,2344,2022-10-01,trial_conversion,Trial,Basic,29
9708,2344,2023-01-11,upgrade,Basic,Pro,70
9709,2344,2023-03-07,cancellation_request,Pro,Pro,0
9710,2344,2023-03-11,cancellation_processed,Pro,,-99
9711,2345,2022-09-17,trial_start,,Enterprise,0
9712,2345,2022-10-01,trial_conversion,Trial,Enterprise,299
9713,2345,2023-02-26,cancellation_request,Enterprise,Enterprise,0
9714,2345,2023-03-11,cancellation_processed,Enterprise,,-299
9715,2346,2022-09-17,trial_start,,Pro,0
9716,2346,2022-10-01,trial_conversion,Trial,Pro,99
9717,2346,2023-02-01,cancellation_request,Pro,Pro,0
9718,2346,2023-02-11,cancellation_processed,Pro,,-99
9719,2347,2022-09-17,trial_start,,Basic,0
9720,2347,2022-10-01,trial_conversion,Trial,Basic,29
9721,2347,2023-03-24,upgrade,Basic,Pro,70
9722,2347,2023-06-20,cancellation_request,Pro,Pro,0
9723,2347,2023-06-24,cancellation_processed,Pro,,-99
9724,2348,2022-09-17,trial_start,,Basic,0
9725,2348,2022-10-01,trial_conversion,Trial,Basic,29
9726,2348,2022-11-08,cancellation_request,Basic,Basic,0
9727,2348,2022-11-12,cancellation_processed,Basic,,-29
9728,2349,2022-09-17,trial_start,,Pro,0
9729,2349,2022-10-01,trial_conversion,Trial,Pro,99
9730,2349,2022-11-27,downgrade,Pro,Basic,-70
9731,2349,2023-06-19,cancellation_request,Basic,Basic,0
9732,2349,2023-07-01,cancellation_processed,Basic,,-29
9733,2350,2022-09-17,trial_start,,Basic,0
9734,2350,2022-10-01,trial_conversion,Trial,Basic,29
9735,2350,2023-06-11,cancellation_request,Basic,Basic,0
9736,2350,2023-06-24,cancellation_processed,Basic,,-29
9737,2351,2022-09-17,trial_start,,Basic,0
9738,2351,2022-10-01,trial_conversion,Trial,Basic,29
9739,2351,2024-02-04,cancellation_request,Basic,Basic,0
9740,2351,2024-02-17,cancellation_processed,Basic,,-29
9741,2352,2022-09-17,trial_start,,Basic,0
9742,2352,2022-10-01,trial_conversion,Trial,Basic,29
9743,2352,2023-04-15,upgrade,Basic,Pro,70
9744,2352,2024-06-28,cancellation_request,Pro,Pro,0
9745,2352,2024-06-29,cancellation_processed,Pro,,-99
9746,2353,2022-09-24,trial_start,,Basic,0
9747,2353,2022-10-08,trial_conversion,Trial,Basic,29
9748,2353,2022-12-24,cancellation_request,Basic,Basic,0
9749,2353,2023-01-07,cancellation_processed,Basic,,-29
9750,2354,2022-09-24,trial_start,,Basic,0
9751,2354,2022-10-08,trial_conversion,Trial,Basic,29
9752,2354,2022-11-28,cancellation_request,Basic,Basic,0
9753,2354,2022-12-10,cancellation_processed,Basic,,-29
9754,2355,2022-09-24,trial_start,,Basic,0
9755,2355,2022-10-08,trial_conversion,Trial,Basic,29
9756,2355,2022-10-09,cancellation_request,Basic,Basic,0
9757,2355,2022-10-15,cancellation_processed,Basic,,-29
9758,2356,2022-09-24,trial_start,,Pro,0
9759,2356,2022-10-08,trial_conversion,Trial,Pro,99
9760,2356,2023-02-06,cancellation_request,Pro,Pro,0
9761,2356,2023-02-18,cancellation_processed,Pro,,-99
9762,2357,2022-09-24,trial_start,,Basic,0
9763,2357,2022-10-08,trial_conversion,Trial,Basic,29
9764,2357,2022-12-31,cancellation_request,Basic,Basic,0
9765,2357,2023-01-14,cancellation_processed,Basic,,-29
9766,2358,2022-09-24,trial_start,,Basic,0
9767,2358,2022-10-08,trial_conversion,Trial,Basic,29
9768,2358,2023-08-01,upgrade,Basic,Pro,70
9769,2359,2022-09-24,trial_start,,Basic,0
9770,2359,2022-10-08,trial_conversion,Trial,Basic,29
9771,2359,2023-07-13,cancellation_request,Basic,Basic,0
9772,2359,2023-07-15,cancellation_processed,Basic,,-29
9773,2360,2022-09-24,trial_start,,Pro,0
9774,2360,2022-10-08,trial_conversion,Trial,Pro,99
9775,2360,2023-02-19,cancellation_request,Pro,Pro,0
9776,2360,2023-02-25,cancellation_processed,Pro,,-99
9777,2361,2022-09-24,trial_start,,Pro,0
9778,2361,2022-10-08,trial_conversion,Trial,Pro,99
9779,2361,2023-06-28,upgrade,Pro,Enterprise,200
9780,2361,2023-07-22,cancellation_request,Enterprise,Enterprise,0
9781,2361,2023-08-05,cancellation_processed,Enterprise,,-299
9782,2362,2022-09-24,trial_start,,Enterprise,0
9783,2362,2022-10-08,trial_conversion,Trial,Enterprise,299
9784,2362,2022-11-07,cancellation_request,Enterprise,Enterprise,0
9785,2362,2022-11-12,cancellation_processed,Enterprise,,-299
9786,2363,2022-09-24,trial_start,,Basic,0
9787,2363,2022-10-08,trial_conversion,Trial,Basic,29
9788,2363,2023-04-09,cancellation_request,Basic,Basic,0
9789,2363,2023-04-22,cancellation_processed,Basic,,-29
9790,2364,2022-09-24,trial_start,,Basic,0
9791,2364,2022-10-08,trial_conversion,Trial,Basic,29
9792,2364,2022-11-19,upgrade,Basic,Pro,70
9793,2364,2023-09-07,cancellation_request,Pro,Pro,0
9794,2364,2023-09-16,cancellation_processed,Pro,,-99
9795,2365,2022-09-24,trial_start,,Pro,0
9796,2365,2022-10-08,trial_conversion,Trial,Pro,99
9797,2365,2023-01-04,downgrade,Pro,Basic,-70
9798,2365,2023-05-13,cancellation_request,Basic,Basic,0
9799,2365,2023-05-20,cancellation_processed,Basic,,-29
9800,2366,2022-09-24,trial_start,,Basic,0
9801,2366,2022-10-08,trial_conversion,Trial,Basic,29
9802,2366,2023-03-18,cancellation_request,Basic,Basic,0
9803,2366,2023-03-25,cancellation_processed,Basic,,-29
9804,2367,2022-09-24,trial_start,,Pro,0
9805,2367,2022-10-08,trial_conversion,Trial,Pro,99
9806,2367,2022-12-17,upgrade,Pro,Enterprise,200
9807,2367,2023-11-30,downgrade,Enterprise,Pro,-200
9808,2368,2022-09-24,trial_start,,Enterprise,0
9809,2368,2022-10-08,trial_conversion,Trial,Enterprise,299
9810,2368,2024-10-31,cancellation_request,Enterprise,Enterprise,0
9811,2368,2024-11-02,cancellation_processed,Enterprise,,-299
9812,2369,2022-09-24,trial_start,,Basic,0
9813,2369,2022-10-08,trial_conversion,Trial,Basic,29
9814,2369,2023-08-29,cancellation_request,Basic,Basic,0
9815,2369,2023-09-09,cancellation_processed,Basic,,-29
9816,2370,2022-09-24,trial_start,,Basic,0
9817,2370,2022-10-08,trial_conversion,Trial,Basic,29
9818,2370,2023-05-31,upgrade,Basic,Pro,70
9819,2370,2023-07-15,cancellation_request,Pro,Pro,0
9820,2370,2023-07-22,cancellation_processed,Pro,,-99
9821,2371,2022-09-24,trial_start,,Basic,0
9822,2371,2022-10-08,trial_conversion,Trial,Basic,29
9823,2371,2023-04-13,upgrade,Basic,Pro,70
9824,2371,2023-09-02,cancellation_request,Pro,Pro,0
9825,2371,2023-09-09,cancellation_processed,Pro,,-99
9826,2372,2022-09-24,trial_start,,Enterprise,0
9827,2372,2022-10-08,trial_conversion,Trial,Enterprise,299
9828,2372,2022-12-01,cancellation_request,Enterprise,Enterprise,0
9829,2372,2022-12-10,cancellation_processed,Enterprise,,-299
9830,2373,2022-09-24,trial_start,,Pro,0
9831,2373,2022-10-08,trial_conversion,Trial,Pro,99
9832,2373,2022-12-16,upgrade,Pro,Enterprise,200
9833,2373,2023-03-23,cancellation_request,Enterprise,Enterprise,0
9834,2373,2023-03-25,cancellation_processed,Enterprise,,-299
9835,2374,2022-09-24,trial_start,,Basic,0
9836,2374,2022-10-08,cancellation_processed,Basic,,0
9837,2375,2022-09-24,trial_start,,Basic,0
9838,2375,2022-10-08,trial_conversion,Trial,Basic,29
9839,2375,2023-05-11,cancellation_request,Basic,Basic,0
9840,2375,2023-05-13,cancellation_processed,Basic,,-29
9841,2376,2022-10-01,trial_start,,Pro,0
9842,2376,2022-10-15,trial_conversion,Trial,Pro,99
9843,2376,2023-09-30,upgrade,Pro,Enterprise,200
9844,2377,2022-10-01,trial_start,,Basic,0
9845,2377,2022-10-15,trial_conversion,Trial,Basic,29
9846,2378,2022-10-01,trial_start,,Basic,0
9847,2378,2022-10-15,trial_conversion,Trial,Basic,29
9848,2378,2023-12-23,cancellation_request,Basic,Basic,0
9849,2378,2024-01-06,cancellation_processed,Basic,,-29
9850,2379,2022-10-01,trial_start,,Pro,0
9851,2379,2022-10-15,trial_conversion,Trial,Pro,99
9852,2379,2023-06-20,cancellation_request,Pro,Pro,0
9853,2379,2023-07-01,cancellation_processed,Pro,,-99
9854,2380,2022-10-01,trial_start,,Basic,0
9855,2380,2022-10-15,trial_conversion,Trial,Basic,29
9856,2380,2023-03-02,upgrade,Basic,Pro,70
9857,2380,2024-01-24,downgrade,Pro,Basic,-70
9858,2380,2024-10-11,cancellation_request,Basic,Basic,0
9859,2380,2024-10-12,cancellation_processed,Basic,,-29
9860,2381,2022-10-01,trial_start,,Pro,0
9861,2381,2022-10-15,trial_conversion,Trial,Pro,99
9862,2381,2022-11-09,cancellation_request,Pro,Pro,0
9863,2381,2022-11-19,cancellation_processed,Pro,,-99
9864,2382,2022-10-01,trial_start,,Basic,0
9865,2382,2022-10-15,trial_conversion,Trial,Basic,29
9866,2382,2023-03-11,upgrade,Basic,Pro,70
9867,2382,2024-04-06,cancellation_request,Pro,Pro,0
9868,2382,2024-04-20,cancellation_processed,Pro,,-99
9869,2383,2022-10-01,trial_start,,Enterprise,0
9870,2383,2022-10-15,trial_conversion,Trial,Enterprise,299
9871,2383,2022-11-10,cancellation_request,Enterprise,Enterprise,0
9872,2383,2022-11-12,cancellation_processed,Enterprise,,-299
9873,2384,2022-10-01,trial_start,,Basic,0
9874,2384,2022-10-15,trial_conversion,Trial,Basic,29
9875,2384,2022-11-21,upgrade,Basic,Pro,70
9876,2384,2023-07-01,upgrade,Pro,Enterprise,200
9877,2384,2024-04-25,cancellation_request,Enterprise,Enterprise,0
9878,2384,2024-04-27,cancellation_processed,Enterprise,,-299
9879,2385,2022-10-01,trial_start,,Basic,0
9880,2385,2022-10-15,trial_conversion,Trial,Basic,29
9881,2385,2023-01-12,cancellation_request,Basic,Basic,0
9882,2385,2023-01-21,cancellation_processed,Basic,,-29
9883,2386,2022-10-01,trial_start,,Basic,0
9884,2386,2022-10-15,trial_conversion,Trial,Basic,29
9885,2386,2024-10-19,cancellation_request,Basic,Basic,0
9886,2386,2024-11-02,cancellation_processed,Basic,,-29
9887,2387,2022-10-01,trial_start,,Basic,0
9888,2387,2022-10-15,trial_conversion,Trial,Basic,29
9889,2387,2023-03-31,upgrade,Basic,Pro,70
9890,2388,2022-10-01,trial_start,,Basic,0
9891,2388,2022-10-15,trial_conversion,Trial,Basic,29
9892,2388,2022-11-23,cancellation_request,Basic,Basic,0
9893,2388,2022-11-26,cancellation_processed,Basic,,-29
9894,2389,2022-10-01,trial_start,,Pro,0
9895,2389,2022-10-15,trial_conversion,Trial,Pro,99
9896,2389,2023-03-25,upgrade,Pro,Enterprise,200
9897,2389,2023-05-07,cancellation_request,Enterprise,Enterprise,0
9898,2389,2023-05-13,cancellation_processed,Enterprise,,-299
9899,2390,2022-10-01,trial_start,,Enterprise,0
9900,2390,2022-10-15,trial_conversion,Trial,Enterprise,299
9901,2391,2022-10-01,trial_start,,Pro,0
9902,2391,2022-10-15,trial_conversion,Trial,Pro,99
9903,2391,2023-05-20,cancellation_request,Pro,Pro,0
9904,2391,2023-05-27,cancellation_processed,Pro,,-99
9905,2392,2022-10-01,trial_start,,Enterprise,0
9906,2392,2022-10-15,trial_conversion,Trial,Enterprise,299
9907,2392,2023-04-10,downgrade,Enterprise,Pro,-200
9908,2392,2024-09-18,cancellation_request,Pro,Pro,0
9909,2392,2024-09-21,cancellation_processed,Pro,,-99
9910,2393,2022-10-01,trial_start,,Basic,0
9911,2393,2022-10-15,trial_conversion,Trial,Basic,29
9912,2393,2023-08-17,cancellation_request,Basic,Basic,0
9913,2393,2023-08-19,cancellation_processed,Basic,,-29
9914,2394,2022-10-01,trial_start,,Pro,0
9915,2394,2022-10-15,trial_conversion,Trial,Pro,99
9916,2394,2023-03-14,cancellation_request,Pro,Pro,0
9917,2394,2023-03-18,cancellation_processed,Pro,,-99
9918,2395,2022-10-01,trial_start,,Basic,0
9919,2395,2022-10-15,trial_conversion,Trial,Basic,29
9920,2395,2023-01-25,cancellation_request,Basic,Basic,0
9921,2395,2023-01-28,cancellation_processed,Basic,,-29
9922,2396,2022-10-01,trial_start,,Enterprise,0
9923,2396,2022-10-15,trial_conversion,Trial,Enterprise,299
9924,2396,2022-12-13,cancellation_request,Enterprise,Enterprise,0
9925,2396,2022-12-17,cancellation_processed,Enterprise,,-299
9926,2397,2022-10-01,trial_start,,Enterprise,0
9927,2397,2022-10-15,trial_conversion,Trial,Enterprise,299
9928,2397,2024-02-23,cancellation_request,Enterprise,Enterprise,0
9929,2397,2024-03-02,cancellation_processed,Enterprise,,-299
9930,2398,2022-10-01,trial_start,,Enterprise,0
9931,2398,2022-10-15,trial_conversion,Trial,Enterprise,299
9932,2398,2023-03-12,cancellation_request,Enterprise,Enterprise,0
9933,2398,2023-03-25,cancellation_processed,Enterprise,,-299
9934,2399,2022-10-01,trial_start,,Basic,0
9935,2399,2022-10-15,trial_conversion,Trial,Basic,29
9936,2399,2023-06-13,cancellation_request,Basic,Basic,0
9937,2399,2023-06-17,cancellation_processed,Basic,,-29
9938,2400,2022-10-08,trial_start,,Basic,0
9939,2400,2022-10-22,trial_conversion,Trial,Basic,29
9940,2400,2023-05-11,upgrade,Basic,Pro,70
9941,2400,2024-10-04,cancellation_request,Pro,Pro,0
9942,2400,2024-10-05,cancellation_processed,Pro,,-99
9943,2401,2022-10-08,trial_start,,Basic,0
9944,2401,2022-10-22,trial_conversion,Trial,Basic,29
9945,2401,2023-03-24,upgrade,Basic,Pro,70
9946,2402,2022-10-08,trial_start,,Basic,0
9947,2402,2022-10-22,trial_conversion,Trial,Basic,29
9948,2402,2023-04-11,cancellation_request,Basic,Basic,0
9949,2402,2023-04-15,cancellation_processed,Basic,,-29
9950,2403,2022-10-08,trial_start,,Pro,0
9951,2403,2022-10-22,trial_conversion,Trial,Pro,99
9952,2403,2024-07-01,cancellation_request,Pro,Pro,0
9953,2403,2024-07-06,cancellation_processed,Pro,,-99
9954,2404,2022-10-08,trial_start,,Pro,0
9955,2404,2022-10-22,trial_conversion,Trial,Pro,99
9956,2404,2023-07-21,downgrade,Pro,Basic,-70
9957,2404,2024-03-12,upgrade,Basic,Pro,70
9958,2404,2024-03-12,cancellation_request,Pro,Pro,0
9959,2404,2024-03-16,cancellation_processed,Pro,,-99
9960,2405,2022-10-08,trial_start,,Enterprise,0
9961,2405,2022-10-22,trial_conversion,Trial,Enterprise,299
9962,2405,2023-08-08,cancellation_request,Enterprise,Enterprise,0
9963,2405,2023-08-12,cancellation_processed,Enterprise,,-299
9964,2406,2022-10-08,trial_start,,Pro,0
9965,2406,2022-10-22,trial_conversion,Trial,Pro,99
9966,2406,2022-11-24,upgrade,Pro,Enterprise,200
9967,2406,2025-11-01,cancellation_request,Enterprise,Enterprise,0
9968,2406,2025-11-15,cancellation_processed,Enterprise,,-299
9969,2407,2022-10-08,trial_start,,Basic,0
9970,2407,2022-10-22,trial_conversion,Trial,Basic,29
9971,2407,2022-12-13,cancellation_request,Basic,Basic,0
9972,2407,2022-12-24,cancellation_processed,Basic,,-29
9973,2408,2022-10-08,trial_start,,Pro,0
9974,2408,2022-10-22,trial_conversion,Trial,Pro,99
9975,2408,2022-11-13,cancellation_request,Pro,Pro,0
9976,2408,2022-11-19,cancellation_processed,Pro,,-99
9977,2409,2022-10-08,trial_start,,Basic,0
9978,2409,2022-10-22,trial_conversion,Trial,Basic,29
9979,2409,2024-09-06,cancellation_request,Basic,Basic,0
9980,2409,2024-09-07,cancellation_processed,Basic,,-29
9981,2410,2022-10-08,trial_start,,Basic,0
9982,2410,2022-10-22,trial_conversion,Trial,Basic,29
9983,2410,2023-04-29,cancellation_request,Basic,Basic,0
9984,2410,2023-05-06,cancellation_processed,Basic,,-29
9985,2411,2022-10-08,trial_start,,Pro,0
9986,2411,2022-10-22,trial_conversion,Trial,Pro,99
9987,2411,2023-02-14,upgrade,Pro,Enterprise,200
9988,2411,2024-08-08,cancellation_request,Enterprise,Enterprise,0
9989,2411,2024-08-17,cancellation_processed,Enterprise,,-299
9990,2412,2022-10-08,trial_start,,Basic,0
9991,2412,2022-10-22,trial_conversion,Trial,Basic,29
9992,2412,2023-04-03,upgrade,Basic,Pro,70
9993,2412,2024-02-04,downgrade,Pro,Basic,-70
9994,2412,2024-12-17,cancellation_request,Basic,Basic,0
9995,2412,2024-12-28,cancellation_processed,Basic,,-29
9996,2413,2022-10-08,trial_start,,Pro,0
9997,2413,2022-10-22,trial_conversion,Trial,Pro,99
9998,2413,2022-10-25,cancellation_request,Pro,Pro,0
9999,2413,2022-10-29,cancellation_processed,Pro,,-99
10000,2414,2022-10-08,trial_start,,Basic,0
10001,2414,2022-10-22,trial_conversion,Trial,Basic,29
10002,2414,2023-02-11,upgrade,Basic,Pro,70
10003,2414,2024-11-22,cancellation_request,Pro,Pro,0
10004,2414,2024-11-23,cancellation_processed,Pro,,-99
10005,2415,2022-10-08,trial_start,,Pro,0
10006,2415,2022-10-22,trial_conversion,Trial,Pro,99
10007,2415,2023-04-26,cancellation_request,Pro,Pro,0
10008,2415,2023-05-06,cancellation_processed,Pro,,-99
10009,2416,2022-10-08,trial_start,,Basic,0
10010,2416,2022-10-22,trial_conversion,Trial,Basic,29
10011,2416,2023-05-10,upgrade,Basic,Pro,70
10012,2416,2023-06-16,cancellation_request,Pro,Pro,0
10013,2416,2023-06-24,cancellation_processed,Pro,,-99
10014,2417,2022-10-08,trial_start,,Basic,0
10015,2417,2022-10-22,trial_conversion,Trial,Basic,29
10016,2417,2023-09-27,cancellation_request,Basic,Basic,0
10017,2417,2023-09-30,cancellation_processed,Basic,,-29
10018,2418,2022-10-08,trial_start,,Pro,0
10019,2418,2022-10-22,trial_conversion,Trial,Pro,99
10020,2419,2022-10-08,trial_start,,Pro,0
10021,2419,2022-10-15,cancellation_processed,Pro,,0
10022,2420,2022-10-08,trial_start,,Basic,0
10023,2420,2022-10-22,trial_conversion,Trial,Basic,29
10024,2420,2023-05-20,cancellation_request,Basic,Basic,0
10025,2420,2023-05-27,cancellation_processed,Basic,,-29
10026,2421,2022-10-08,trial_start,,Enterprise,0
10027,2421,2022-10-22,trial_conversion,Trial,Enterprise,299
10028,2421,2023-07-25,downgrade,Enterprise,Pro,-200
10029,2421,2023-11-21,cancellation_request,Pro,Pro,0
10030,2421,2023-12-02,cancellation_processed,Pro,,-99
10031,2422,2022-10-08,trial_start,,Basic,0
10032,2422,2022-10-22,trial_conversion,Trial,Basic,29
10033,2422,2023-06-21,upgrade,Basic,Pro,70
10034,2422,2023-12-31,cancellation_request,Pro,Pro,0
10035,2422,2024-01-13,cancellation_processed,Pro,,-99
10036,2423,2022-10-08,trial_start,,Basic,0
10037,2423,2022-10-22,trial_conversion,Trial,Basic,29
10038,2423,2023-11-27,cancellation_request,Basic,Basic,0
10039,2423,2023-12-09,cancellation_processed,Basic,,-29
10040,2424,2022-10-15,trial_start,,Basic,0
10041,2424,2022-10-29,trial_conversion,Trial,Basic,29
10042,2424,2023-03-15,cancellation_request,Basic,Basic,0
10043,2424,2023-03-25,cancellation_processed,Basic,,-29
10044,2425,2022-10-15,trial_start,,Basic,0
10045,2425,2022-10-29,trial_conversion,Trial,Basic,29
10046,2425,2024-05-12,cancellation_request,Basic,Basic,0
10047,2425,2024-05-25,cancellation_processed,Basic,,-29
10048,2426,2022-10-15,trial_start,,Basic,0
10049,2426,2022-10-29,trial_conversion,Trial,Basic,29
10050,2426,2023-01-21,cancellation_request,Basic,Basic,0
10051,2426,2023-02-04,cancellation_processed,Basic,,-29
10052,2427,2022-10-15,trial_start,,Enterprise,0
10053,2427,2022-10-29,trial_conversion,Trial,Enterprise,299
10054,2427,2023-01-02,cancellation_request,Enterprise,Enterprise,0
10055,2427,2023-01-07,cancellation_processed,Enterprise,,-299
10056,2428,2022-10-15,trial_start,,Pro,0
10057,2428,2022-10-29,trial_conversion,Trial,Pro,99
10058,2428,2023-09-28,downgrade,Pro,Basic,-70
10059,2428,2023-12-14,upgrade,Basic,Pro,70
10060,2428,2025-11-28,cancellation_request,Pro,Pro,0
10061,2428,2025-12-06,cancellation_processed,Pro,,-99
10062,2429,2022-10-15,trial_start,,Pro,0
10063,2429,2022-10-15,cancellation_processed,Pro,,0
10064,2430,2022-10-15,trial_start,,Pro,0
10065,2430,2022-10-29,trial_conversion,Trial,Pro,99
10066,2430,2023-03-12,downgrade,Pro,Basic,-70
10067,2431,2022-10-15,trial_start,,Pro,0
10068,2431,2022-10-29,trial_conversion,Trial,Pro,99
10069,2431,2023-05-09,upgrade,Pro,Enterprise,200
10070,2431,2023-07-31,downgrade,Enterprise,Pro,-200
10071,2431,2023-11-12,cancellation_request,Pro,Pro,0
10072,2431,2023-11-25,cancellation_processed,Pro,,-99
10073,2432,2022-10-15,trial_start,,Pro,0
10074,2432,2022-10-29,trial_conversion,Trial,Pro,99
10075,2432,2024-07-02,cancellation_request,Pro,Pro,0
10076,2432,2024-07-13,cancellation_processed,Pro,,-99
10077,2433,2022-10-15,trial_start,,Basic,0
10078,2433,2022-10-29,trial_conversion,Trial,Basic,29
10079,2433,2023-02-14,cancellation_request,Basic,Basic,0
10080,2433,2023-02-18,cancellation_processed,Basic,,-29
10081,2434,2022-10-15,trial_start,,Enterprise,0
10082,2434,2022-10-15,cancellation_processed,Enterprise,,0
10083,2435,2022-10-15,trial_start,,Pro,0
10084,2435,2022-10-29,trial_conversion,Trial,Pro,99
10085,2435,2023-05-04,upgrade,Pro,Enterprise,200
10086,2435,2024-01-28,cancellation_request,Enterprise,Enterprise,0
10087,2435,2024-02-10,cancellation_processed,Enterprise,,-299
10088,2436,2022-10-15,trial_start,,Basic,0
10089,2436,2022-10-29,trial_conversion,Trial,Basic,29
10090,2436,2023-09-14,upgrade,Basic,Pro,70
10091,2436,2024-07-14,cancellation_request,Pro,Pro,0
